Country,State,City,ProductName,Color,OrderQuantity,TotalProductCost,SalesAmount,TaxAmt,Freight,Orderdate,ShipDate
Canada,British Columbia,Sooke,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,British Columbia,Surrey,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,British Columbia,Vancouver,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,British Columbia,Victoria,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,British Columbia,Westminster,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,British Columbia,Westminster,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,Manitoba,Winnipeg,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,Brunswick,Saint John,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,Ontario,Aurora,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,Ontario,Barrie,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,Ontario,Brampton,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,Ontario,Chalk Riber,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,Ontario,Etobicoke,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,Ontario,Kanata,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,Ontario,Kingston,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,Ontario,Markham,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,Ontario,Mississauga,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,Ontario,Mississauga,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,Ontario,Mississauga,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,Ontario,Nepean,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,Ontario,North York,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,Ontario,Ottawa,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,Ontario,Ottawa,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,Ontario,Ottawa,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,Ontario,Ottawa,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,Ontario,Richmond Hill,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,Ontario,Scarborough,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,Ontario,Toronto,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,Ontario,Toronto,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,Ontario,Toronto,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,Ontario,Toronto,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,Ontario,Vancouver,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,Ontario,Waterloo,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,Ontario,Weston,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,Quebec,Brossard,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,Quebec,Brossard,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,Quebec,Dorval,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,Quebec,Hull,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,Quebec,Montreal,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,Quebec,Montreal,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,Quebec,Montreal,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,Quebec,Montreal,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,Quebec,Outremont,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,Quebec,Pnot-Rouge,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,Quebec,Quebec,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,Quebec,Sainte-Foy,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,Quebec,Sillery,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
Canada,Quebec,Ville De'anjou,"Road-150 Red, 62",Red,1,2171.2942,3578.27,286.2616,89.4568,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Charente-Maritime,Saint Ouen,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Garonne (Haute),Colomiers,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Gers,Aujan Mournede,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Loir et Cher,Saint Ouen,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Loiret,Orleans,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Moselle,Metz,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Nord,Croix,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Nord,Dunkerque,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Nord,Lille,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Nord,Roncq,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Nord,Roubaix,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Nord,Villeneuve-d'Ascq,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Pas de Calais,Boulogne-sur-Mer,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Seine (Paris),Paris,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Seine (Paris),Paris,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Seine (Paris),Paris,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Seine (Paris),Paris,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Seine (Paris),Paris,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Seine (Paris),Paris,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Seine (Paris),Paris,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Seine (Paris),Paris,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Seine (Paris),Paris,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Seine (Paris),Paris,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Seine (Paris),Paris,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Seine (Paris),Paris,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Seine (Paris),Paris,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Seine et Marne,Lieusaint,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Seine et Marne,Roissy en Brie,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Yveline,Chatou,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Yveline,Saint Germain en Laye,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Yveline,Versailles,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Somme,Saint Ouen,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Essonne,Les Ulis,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Essonne,Morangis,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Essonne,Verrieres Le Buisson,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Hauts de Seine,Boulogne-Billancourt,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Hauts de Seine,Colombes,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Hauts de Seine,Courbevoie,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Hauts de Seine,Paris La Defense,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Hauts de Seine,Sèvres,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Hauts de Seine,Suresnes,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Seine Saint Denis,Bobigny,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Seine Saint Denis,Drancy,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Seine Saint Denis,Pantin,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Seine Saint Denis,Saint-Denis,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Seine Saint Denis,Tremblay-en-France,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Val de Marne,Orly,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
France,Val d'Oise,Cergy,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
United States,Idaho,Idaho Falls,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
United States,Idaho,Lewiston,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
United States,Idaho,Sandpoint,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
United States,Montana,Billings,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
United States,Montana,Great Falls,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
United States,Montana,Missoula,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
United States,Nevada,Fernley,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
United States,Nevada,Las Vegas,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
United States,Nevada,North Las Vegas,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
United States,Nevada,Reno,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
United States,Nevada,Sparks,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
United States,Oregon,Albany,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
United States,Oregon,Beaverton,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
United States,Oregon,Clackamas,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
United States,Oregon,Clackamas,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
United States,Oregon,Corvallis,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
United States,Oregon,Hillsboro,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
United States,Oregon,Klamath Falls,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
United States,Oregon,Lake Oswego,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
United States,Oregon,Lebanon,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
United States,Oregon,Medford,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
United States,Oregon,Milwaukie,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
United States,Oregon,Oregon City,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
United States,Oregon,Portland,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
United States,Oregon,Salem,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
United States,Oregon,Springfield,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
United States,Oregon,Tigard,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
United States,Oregon,Troutdale,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
United States,Oregon,W. Linn,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
United States,Oregon,Woodburn,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
United States,Utah,Bountiful,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
United States,Utah,Cedar City,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
United States,Utah,Ogden,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
United States,Utah,Park City,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
United States,Utah,Riverton,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
United States,Utah,Salt Lake City,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
United States,Utah,Sandy,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
United States,Utah,Tooele,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
United States,Washington,Ballard,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
United States,Washington,Bellevue,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
United States,Washington,Bellingham,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
United States,Washington,Bothell,"Mountain-100 Silver, 44",Silver,1,1912.1544,3399.99,271.9992,84.9998,2010-12-29 00:00:00.000,2011-01-05 00:00:00.000
